Average_Speed,Standard_Deviation_of_Speed,Arrival_Average_Speed,Standard_Deviation_of_Arrival_Speed,Departure_Average_Speed,Standard_Deviation_of_Departure_Speed
13.091195052010363,5.517713161443345,14.084766524661546,5.255638978143719,12.352463666935119,5.6596311462041715
