timestamp,latitude,longitude,altitude
1544835982,33.62171,-84.4236,10.06
1544835983,33.6218,-84.42359,10.06
1544835984,33.62185,-84.42366,10.06
1544835985,33.62191,-84.42371,10.06
1544835986,33.62197,-84.42378,10.06
1544835987,33.622,-84.42383,10.06
1544835988,33.62203,-84.42391,10.06
1544835989,33.62203,-84.42397,10.06
1544835990,33.62206,-84.42403,10.06
1544835991,33.62209,-84.42411,10.06
1544835992,33.62209,-84.42419,10.06
1544835993,33.62209,-84.42424,10.06
1544835994,33.62207,-84.42432,10.06
1544835995,33.62205,-84.4244,10.06
1544835996,33.62203,-84.42445,10.06
1544835997,33.62201,-84.42451,10.06
1544835998,33.62197,-84.42461,10.06
1544835999,33.62192,-84.4247,10.06
1544836000,33.6219,-84.42481,10.06
1544836001,33.62188,-84.42489,10.06
1544836002,33.62183,-84.425,10.06
1544836003,33.62181,-84.42508,10.06
1544836004,33.62179,-84.42518,10.06
1544836005,33.62175,-84.42531,10.06
1544836006,33.62173,-84.42539,10.06
1544836007,33.62173,-84.42549,10.06
1544836008,33.62171,-84.42559,10.06
1544836009,33.62168,-84.42572,10.06
1544836010,33.62167,-84.42583,10.06
1544836011,33.62166,-84.42598,10.06
1544836012,33.62166,-84.42611,10.06
1544836013,33.62168,-84.42624,10.06
1544836014,33.62167,-84.42636,10.06
1544836015,33.62167,-84.4265,10.06
1544836016,33.62175,-84.42661,10.06
1544836017,33.62178,-84.42675,10.06
1544836018,33.62177,-84.42687,10.06
1544836019,33.62178,-84.42698,10.06
1544836020,33.62178,-84.42711,10.06
1544836021,33.62179,-84.42725,10.06
1544836022,33.62182,-84.42737,10.06
1544836023,33.62185,-84.42748,10.06
1544836024,33.62186,-84.42762,10.06
1544836025,33.62189,-84.42774,10.06
1544836026,33.62189,-84.42786,10.06
1544836027,33.62191,-84.42798,10.06
1544836028,33.62196,-84.4281,10.06
1544836029,33.62199,-84.42824,10.06
1544836030,33.62199,-84.42841,10.06
1544836031,33.62202,-84.42857,10.06
1544836032,33.62203,-84.42872,10.06
1544836033,33.62205,-84.42888,10.06
1544836034,33.62205,-84.42903,10.06
1544836035,33.62208,-84.4292,10.06
1544836036,33.62209,-84.42935,10.06
1544836037,33.62211,-84.42949,10.06
1544836038,33.62211,-84.42965,10.06
1544836039,33.62213,-84.4298,10.06
1544836040,33.62214,-84.42994,10.06
1544836041,33.62213,-84.4301,10.06
1544836042,33.62213,-84.43025,10.06
1544836043,33.62213,-84.43039,10.06
1544836044,33.62211,-84.43052,10.06
1544836045,33.62213,-84.43066,10.06
1544836046,33.62212,-84.43081,10.06
1544836047,33.62213,-84.431,10.06
1544836048,33.62214,-84.43113,10.06
1544836049,33.62213,-84.43129,10.06
1544836050,33.62213,-84.43143,10.06
1544836051,33.62211,-84.43159,10.06
1544836052,33.6221,-84.43172,10.06
1544836053,33.62209,-84.43189,10.06
1544836054,33.62208,-84.432,10.06
1544836055,33.62209,-84.43209,10.06
1544836056,33.62213,-84.43221,10.06
1544836057,33.62212,-84.43234,10.06
1544836058,33.62211,-84.43244,10.06
1544836059,33.62212,-84.43251,10.06
1544836060,33.62213,-84.43267,10.06
1544836061,33.62217,-84.43277,10.06
1544836062,33.62226,-84.43283,10.06
1544836063,33.62229,-84.43291,10.06
1544836064,33.62236,-84.43299,10.06
1544836065,33.62242,-84.43306,10.06
1544836066,33.62255,-84.43305,10.06
1544836067,33.62264,-84.43309,10.06
1544836068,33.62278,-84.4331,10.06
1544836069,33.62288,-84.43309,10.06
1544836070,33.62292,-84.4331,10.06
1544836071,33.62303,-84.4331,10.06
1544836072,33.62311,-84.43305,10.06
1544836073,33.62319,-84.43308,10.06
1544836074,33.62329,-84.4331,10.06
1544836075,33.62339,-84.4331,10.06
1544836076,33.62349,-84.4331,10.06
1544836077,33.62358,-84.4331,10.06
1544836078,33.62368,-84.43311,10.06
1544836079,33.62379,-84.43309,10.06
1544836080,33.62388,-84.4331,10.06
1544836081,33.624,-84.43308,10.06
1544836082,33.62411,-84.43306,10.06
1544836083,33.62421,-84.43306,10.06
1544836084,33.62432,-84.43305,10.06
1544836085,33.62444,-84.43307,10.06
1544836086,33.62455,-84.43307,10.06
1544836087,33.62469,-84.43306,10.06
1544836088,33.62481,-84.43306,10.06
1544836089,33.62495,-84.43309,10.06
1544836090,33.62508,-84.43311,10.06
1544836091,33.62522,-84.43309,10.06
1544836092,33.62536,-84.43307,10.06
1544836093,33.62546,-84.43308,10.06
1544836094,33.62558,-84.43311,10.06
1544836095,33.62571,-84.43308,10.06
1544836096,33.62585,-84.4331,10.06
1544836097,33.62598,-84.4331,10.06
1544836098,33.62611,-84.43311,10.06
1544836099,33.62626,-84.43313,10.06
1544836100,33.62638,-84.43312,10.06
1544836101,33.62655,-84.43309,10.06
1544836102,33.62668,-84.43309,10.06
1544836103,33.62679,-84.43306,10.06
1544836104,33.62696,-84.43306,10.06
1544836105,33.62708,-84.43308,10.06
1544836106,33.6272,-84.43305,10.06
1544836107,33.62734,-84.43306,10.06
1544836108,33.62746,-84.43307,10.06
1544836109,33.62759,-84.43307,10.06
1544836110,33.62771,-84.43309,10.06
1544836111,33.62784,-84.43311,10.06
1544836112,33.62794,-84.43311,10.06
1544836113,33.62804,-84.43308,10.06
1544836114,33.62817,-84.43307,10.06
1544836115,33.62824,-84.43304,10.06
1544836116,33.6283,-84.43307,10.06
1544836117,33.62845,-84.4331,10.06
1544836118,33.62854,-84.43309,10.06
1544836119,33.6287,-84.43307,10.06
1544836120,33.62878,-84.43308,10.06
1544836121,33.62886,-84.43308,10.06
1544836122,33.62894,-84.43309,10.06
1544836123,33.62899,-84.43308,10.06
1544836124,33.62903,-84.43307,10.06
1544836125,33.62908,-84.43304,10.06
1544836126,33.62913,-84.43308,10.06
1544836127,33.62915,-84.43309,10.06
1544836128,33.6292,-84.4331,10.06
1544836129,33.62924,-84.43308,10.06
1544836130,33.6293,-84.43308,10.06
1544836131,33.62934,-84.43309,10.06
1544836132,33.6294,-84.43309,10.06
1544836133,33.62946,-84.4331,10.06
1544836134,33.62949,-84.43309,10.06
1544836135,33.62953,-84.43306,10.06
1544836136,33.62956,-84.43308,10.06
1544836137,33.62958,-84.43309,10.06
1544836138,33.62965,-84.43308,10.06
1544836139,33.62968,-84.43308,10.06
1544836140,33.62971,-84.43307,10.06
1544836141,33.62976,-84.43307,10.06
1544836142,33.62983,-84.43305,10.06
1544836143,33.62984,-84.43307,10.06
1544836144,33.62984,-84.43307,10.06
1544836145,33.62989,-84.43308,10.06
1544836146,33.6299,-84.43307,10.06
1544836147,33.62995,-84.43305,10.06
1544836148,33.62998,-84.4331,10.06
1544836149,33.63003,-84.43309,10.06
1544836150,33.63003,-84.43309,10.06
1544836151,33.63006,-84.43306,10.06
1544836152,33.6301,-84.43307,10.06
1544836153,33.63014,-84.43308,10.06
1544836154,33.63018,-84.43309,10.06
1544836155,33.63019,-84.43308,10.06
1544836156,33.63024,-84.43308,10.06
1544836157,33.63027,-84.43309,10.06
1544836158,33.63031,-84.43307,10.06
1544836159,33.63035,-84.43308,10.06
1544836160,33.63039,-84.43308,10.06
1544836161,33.63042,-84.43308,10.06
1544836162,33.63047,-84.43308,10.06
1544836163,33.63048,-84.43306,10.06
1544836164,33.63052,-84.43308,10.06
1544836165,33.63054,-84.43308,10.06
1544836166,33.63059,-84.43306,10.06
1544836167,33.63062,-84.43307,10.06
1544836168,33.63066,-84.43303,10.06
1544836170,33.63066,-84.43293,10.06
1544836171,33.63067,-84.43288,10.06
1544836172,33.63066,-84.43286,10.06
1544836174,33.63068,-84.43281,10.06
1544836175,33.6307,-84.43278,10.06
1544836176,33.63071,-84.43276,10.06
1544836177,33.63071,-84.43273,10.06
1544836178,33.63071,-84.43271,10.06
1544836179,33.6307,-84.4327,10.06
1544836180,33.63071,-84.43266,10.06
1544836181,33.63072,-84.43265,10.06
1544836182,33.63072,-84.43262,10.06
1544836183,33.63071,-84.43261,10.06
1544836286,33.63071,-84.43259,10.06
1544836287,33.63072,-84.43256,10.06
1544836288,33.63072,-84.43255,10.06
1544836289,33.63073,-84.43251,10.06
1544836290,33.63071,-84.43247,10.06
1544836291,33.63071,-84.43244,10.06
1544836292,33.63069,-84.4324,10.06
1544836293,33.63071,-84.43238,10.06
1544836294,33.63068,-84.4323,10.06
1544836295,33.63069,-84.43225,10.06
1544836296,33.63069,-84.43221,10.06
1544836297,33.63073,-84.43214,10.06
1544836298,33.63076,-84.43207,10.06
1544836299,33.63075,-84.43202,10.06
1544836300,33.63079,-84.43195,10.06
1544836301,33.63084,-84.43196,10.06
1544836302,33.63087,-84.43193,10.06
1544836303,33.63094,-84.43188,10.06
1544836304,33.63103,-84.43184,10.06
1544836305,33.63107,-84.43182,10.06
1544836306,33.63109,-84.43182,10.06
1544836307,33.63114,-84.43181,10.06
1544836308,33.6312,-84.43181,10.06
1544836309,33.63127,-84.43182,10.06
1544836310,33.63133,-84.43184,10.06
1544836311,33.63139,-84.43182,10.06
1544836312,33.63144,-84.43185,10.06
1544836313,33.63148,-84.43183,10.06
1544836314,33.63154,-84.43186,10.06
1544836315,33.63161,-84.43186,10.06
1544836316,33.63167,-84.43184,10.06
1544836317,33.63173,-84.43184,10.06
1544836318,33.63181,-84.4318,10.06
1544836319,33.63188,-84.4318,10.06
1544836320,33.63197,-84.43179,10.06
1544836321,33.63205,-84.43178,10.06
1544836322,33.6321,-84.43178,10.06
1544836323,33.63216,-84.43171,10.06
1544836324,33.63224,-84.43165,10.06
1544836325,33.6323,-84.4316,10.06
1544836326,33.63231,-84.43153,10.06
1544836327,33.63235,-84.43147,10.06
1544836328,33.63239,-84.43137,10.06
1544836329,33.63245,-84.43129,10.06
1544836330,33.63249,-84.43126,10.06
1544836331,33.63251,-84.43117,10.06
1544836332,33.63255,-84.43108,10.06
1544836333,33.63258,-84.43101,10.06
1544836334,33.63265,-84.43093,10.06
1544836335,33.63268,-84.43084,10.06
1544836336,33.63271,-84.4308,10.06
1544836337,33.63274,-84.4307,10.06
1544836338,33.63279,-84.43062,10.06
1544836339,33.63283,-84.43055,10.06
1544836340,33.63287,-84.43044,10.06
1544836341,33.6329,-84.43036,10.06
1544836342,33.63294,-84.43028,10.06
1544836343,33.633,-84.4302,10.06
1544836344,33.63304,-84.43011,10.06
1544836345,33.63308,-84.43004,10.06
1544836346,33.63314,-84.42994,10.06
1544836347,33.63319,-84.42984,10.06
1544836348,33.63321,-84.4297,10.06
1544836349,33.63324,-84.42961,10.06
1544836350,33.63328,-84.4295,10.06
1544836351,33.63334,-84.42944,10.06
1544836352,33.63338,-84.42936,10.06
1544836353,33.63342,-84.42926,10.06
1544836354,33.63348,-84.42915,10.06
1544836355,33.63355,-84.42907,10.06
1544836356,33.63357,-84.42897,10.06
1544836357,33.63364,-84.42889,10.06
1544836358,33.63369,-84.42883,10.06
1544836359,33.6337,-84.42876,10.06
1544836360,33.63376,-84.42869,10.06
1544836361,33.63382,-84.42863,10.06
1544836362,33.63387,-84.42857,10.06
1544836363,33.63394,-84.42852,10.06
1544836364,33.634,-84.42848,10.06
1544836365,33.63404,-84.42847,10.06
1544836366,33.6341,-84.42846,10.06
1544836367,33.63419,-84.42845,10.06
1544836368,33.63427,-84.42842,10.06
1544836369,33.63436,-84.42842,10.06
1544836370,33.63446,-84.42844,10.06
1544836371,33.63454,-84.42844,10.06
1544836372,33.63459,-84.42842,10.06
1544836373,33.63464,-84.42842,10.06
1544836374,33.6347,-84.42842,10.06
1544836375,33.63478,-84.42842,10.06
1544836376,33.63483,-84.42844,10.06
1544836377,33.63489,-84.42844,10.06
1544836378,33.63496,-84.42844,10.06
1544836379,33.63504,-84.42844,10.06
1544836380,33.63511,-84.42844,10.06
1544836381,33.63515,-84.42844,10.06
1544836382,33.63524,-84.42843,10.06
1544836383,33.63531,-84.42844,10.06
1544836384,33.63537,-84.42843,10.06
1544836385,33.63546,-84.42846,10.06
1544836386,33.63551,-84.42847,10.06
1544836387,33.6356,-84.42849,10.06
1544836388,33.63564,-84.4285,10.06
1544836389,33.63572,-84.42856,10.06
1544836390,33.63574,-84.42861,10.06
1544836391,33.63577,-84.42871,10.06
1544836392,33.63579,-84.42876,10.06
1544836393,33.63579,-84.42884,10.06
1544836394,33.6358,-84.42892,10.06
1544836395,33.63583,-84.42899,10.06
1544836396,33.63583,-84.42906,10.06
1544836397,33.63581,-84.42913,10.06
1544836398,33.63582,-84.42921,10.06
1544836399,33.6358,-84.42928,10.06
1544836400,33.63581,-84.42934,10.06
1544836401,33.63581,-84.42941,10.06
1544836402,33.63581,-84.42949,10.06
1544836403,33.6358,-84.42957,10.06
1544836404,33.63582,-84.42962,10.06
1544836405,33.63582,-84.4297,10.06
1544836406,33.63583,-84.42977,10.06
1544836407,33.63583,-84.42983,10.06
1544836408,33.63581,-84.4299,10.06
1544836409,33.63579,-84.42995,10.06
1544836410,33.6358,-84.43001,10.06
1544836411,33.63581,-84.43011,10.06
1544836412,33.63582,-84.43018,10.06
1544836413,33.6358,-84.43026,10.06
1544836414,33.6358,-84.43034,10.06
1544836415,33.63583,-84.43041,10.06
1544836416,33.63584,-84.4305,10.06
1544836417,33.63585,-84.43056,10.06
1544836418,33.63586,-84.4306,10.06
1544836419,33.6359,-84.43066,10.06
1544836420,33.63592,-84.43072,10.06
1544836421,33.63598,-84.43078,10.06
1544836422,33.63603,-84.43083,10.06
1544836423,33.6361,-84.43088,10.06
1544836424,33.63618,-84.43092,10.06
1544836425,33.63624,-84.4309,10.06
1544836426,33.63633,-84.43091,10.06
1544836427,33.63639,-84.43094,10.06
1544836428,33.63647,-84.43096,10.06
1544836429,33.63656,-84.43099,10.06
1544836430,33.63661,-84.43101,10.06
1544836431,33.63666,-84.43103,10.06
1544836432,33.63672,-84.43104,10.06
1544836433,33.63678,-84.43104,10.06
1544836434,33.63686,-84.43107,10.06
1544836435,33.63693,-84.4311,10.06
1544836436,33.63698,-84.43112,10.06
1544836437,33.63706,-84.43113,10.06
1544836438,33.63715,-84.43116,10.06
1544836439,33.63721,-84.43117,10.06
1544836440,33.63729,-84.43119,10.06
1544836441,33.63737,-84.43121,10.06
1544836442,33.63746,-84.43123,10.06
1544836443,33.63753,-84.43124,10.06
1544836444,33.63764,-84.43125,10.06
1544836445,33.63769,-84.43125,10.06
1544836446,33.63778,-84.43124,10.06
1544836447,33.63785,-84.43126,10.06
1544836448,33.63795,-84.43126,10.06
1544836449,33.63806,-84.43127,10.06
1544836450,33.63816,-84.43127,10.06
1544836451,33.63825,-84.43128,10.06
1544836452,33.63831,-84.43127,10.06
1544836453,33.6384,-84.43127,10.06
1544836454,33.63848,-84.43127,10.06
1544836455,33.63856,-84.43127,10.06
1544836456,33.63863,-84.43126,10.06
1544836457,33.63873,-84.43125,10.06
1544836458,33.63878,-84.43128,10.06
1544836459,33.63888,-84.43125,10.06
1544836460,33.63899,-84.43123,10.06
1544836461,33.63905,-84.43121,10.06
1544836462,33.63911,-84.4312,10.06
