iter	R2	RMSE
116	0.830323784	0.3385710841
117	0.8313397391	0.3375559464
118	0.8320504102	0.3368440285
119	0.8334328309	0.3354548547
120	0.8341190921	0.3347631
121	0.8357412031	0.3331222933
122	0.836360949	0.3324932669
123	0.8367961687	0.3320508176
124	0.83756688	0.3312658539
125	0.8385322551	0.3302799947
126	0.8392709	0.3295236848
127	0.8400243679	0.3287504049
128	0.8408503516	0.327900607
129	0.841944282	0.3267717357
130	0.8424146426	0.3262851508
131	0.84299437	0.3256844264
132	0.8438214478	0.3248254698
133	0.844828765	0.323776249
134	0.8456130489	0.3229569793
135	0.8463349203	0.3222010651
136	0.8469080697	0.3215996212
137	0.8476887351	0.3207786028
138	0.8482272841	0.3202109888
139	0.8486689873	0.3197446954
140	0.8494008668	0.3189705704
141	0.8504277387	0.3178812476
142	0.850777714	0.3175091339
143	0.8513514962	0.3168981107
144	0.851920756	0.316290737
145	0.8525622312	0.3156049121
146	0.8534145847	0.3146913169
147	0.8537549537	0.3143257504
148	0.8541126126	0.3139411555
149	0.8549184726	0.3130728729
150	0.8555739394	0.3123648532
151	0.8560081446	0.31189495
152	0.8564264736	0.3114415576
153	0.8571358623	0.3106711973
154	0.8579673735	0.3097657792
155	0.8584507288	0.3092382435
156	0.8587910359	0.3088662907
157	0.8594023211	0.3081970338
158	0.8599097613	0.3076403641
159	0.8602516429	0.3072647461
160	0.8606114687	0.3068689166
161	0.8613525934	0.3060520228
162	0.861947961	0.3053942049
163	0.8626062286	0.3046652358
164	0.8632358814	0.3039663191
165	0.8642729633	0.3028116381
166	0.8646136147	0.3024313969
167	0.865388609	0.3015645484
168	0.866056011	0.3008160423
169	0.86665165	0.3001464438
170	0.8671832023	0.2995476256
171	0.8677000714	0.2989641985
172	0.8682047394	0.298393443
173	0.8688450737	0.2976676802
174	0.8692480053	0.297210084
175	0.8704422473	0.2958496651
176	0.8707536715	0.2954938772
177	0.8712986219	0.2948702633
178	0.8720075459	0.2940570269
179	0.8726599891	0.2933065897
180	0.873200741	0.2926831609
181	0.8738422298	0.291941867
182	0.8744706365	0.291213861
183	0.8749106807	0.2907029866
184	0.8756262317	0.2898703369
185	0.876054974	0.289370284
186	0.8764511087	0.2889074927
187	0.8767530134	0.2885542889
188	0.8770519891	0.2882040851
189	0.8776364778	0.2875182152
190	0.8782031687	0.2868516642
191	0.8786115974	0.2863703018
192	0.8789745058	0.2859419083
193	0.8794640967	0.2853629542
194	0.8801036321	0.2846049128
195	0.8805069284	0.2841258457
196	0.8811105893	0.2834072567
197	0.8816614415	0.2827499367
198	0.8821548599	0.2821598511
199	0.8824598168	0.2817945313
200	0.88288492	0.2812844919
201	0.8832629086	0.2808302025
202	0.8835679384	0.280463063
203	0.8838179547	0.2801617799
204	0.8843217742	0.2795536639
205	0.8846418656	0.2791666217
206	0.885239134	0.2784429892
207	0.8855404951	0.2780771544
208	0.8857451225	0.277828474
209	0.8861628224	0.2773201579
210	0.8866447589	0.2767325095
211	0.887109051	0.2761651932
212	0.8873506917	0.275869472
213	0.8878071437	0.2753099968
214	0.8883502074	0.2746428766
215	0.8888401636	0.2740396022
216	0.889254707	0.2735281431
217	0.8896865533	0.2729943168
218	0.8903310582	0.2721956657
219	0.8909171552	0.271467352
220	0.8913018487	0.2709882485
221	0.8915772178	0.2706447785
222	0.8920471622	0.2700576043
223	0.8924577705	0.2695435207
224	0.8928814163	0.2690120846
225	0.8932143108	0.2685937524
226	0.8936780569	0.2680098968
227	0.893833621	0.2678137567
228	0.89427007	0.2672626998
229	0.8947134078	0.2667017795
230	0.8953357816	0.2659123427
231	0.8958998646	0.2651948135
232	0.8962458677	0.2647537257
233	0.8965576105	0.264355683
234	0.8968089988	0.2640342657
235	0.8971225203	0.2636328576
236	0.8973521633	0.2633384528
237	0.8980399213	0.2624547637
238	0.898237333	0.2622005626
239	0.8987480288	0.2615418085
240	0.8991247912	0.2610547515
241	0.8996386477	0.2603889985
242	0.8999992312	0.259920808
243	0.9003468483	0.2594686536
244	0.9006859309	0.2590268398
245	0.9011475949	0.258424092
246	0.901326696	0.2581898792
247	0.9018134635	0.2575522506
248	0.9020544761	0.2572359574
249	0.9023721834	0.2568184185
250	0.902672329	0.2564233351
251	0.9028486891	0.2561909072
252	0.903266733	0.2556391158
253	0.9034832414	0.2553528698
254	0.9037999505	0.2549335695
255	0.9041454742	0.2544753326
256	0.9045372603	0.2539547416
257	0.9051973025	0.2530752803
258	0.9053859002	0.2528234246
259	0.905737597	0.2523530932
260	0.9061222218	0.2518377209
261	0.9064503212	0.2513972538
262	0.9067694937	0.2509680293
263	0.9072692545	0.2502944701
264	0.9075755164	0.2498808044
265	0.9078962429	0.2494468661
266	0.9082157538	0.2490138207
267	0.9084322296	0.2487199941
268	0.9089001195	0.2480837298
269	0.909142673	0.2477532482
270	0.9095236512	0.2472332694
271	0.9097979892	0.2468581606
272	0.91003517	0.2465333975
273	0.9103319678	0.2461263995
274	0.9105903097	0.2457715873
275	0.9109889276	0.2452231099
276	0.911138771	0.2450166157
277	0.9114251018	0.2446215479
278	0.9115950173	0.2443868034
279	0.9119129314	0.2439469866
280	0.9122468046	0.243484236
281	0.9124494211	0.2432029788
282	0.9126538278	0.2429189067
283	0.9129553371	0.2424992797
284	0.9133992714	0.2418801069
285	0.9135754946	0.2416338815
286	0.9137887268	0.24133561
287	0.9139244491	0.2411455681
288	0.9143116868	0.2406025223
289	0.9147317557	0.2400120462
290	0.9150601014	0.2395494886
291	0.9153206771	0.2391817655
292	0.9154512462	0.2389972944
293	0.9157179142	0.2386200962
294	0.9161839213	0.2379595003
295	0.9163470023	0.2377278887
296	0.9166098309	0.2373541373
297	0.9168229117	0.2370506964
298	0.9169822437	0.2368235433
299	0.9172784568	0.2364006644
300	0.9175108875	0.2360683119
301	0.9176531287	0.2358646904
302	0.9178209637	0.2356242043
303	0.9180367324	0.2353146744
304	0.9182039759	0.2350744756
305	0.9183833771	0.2348165426
306	0.9185896323	0.2345196499
307	0.9187435543	0.2342978427
308	0.919182302	0.2336644358
309	0.9194460369	0.233282862
310	0.9197313068	0.2328694273
311	0.9199588533	0.2325391228
312	0.9201738721	0.2322265716
313	0.9203032514	0.2320383031
314	0.9205959936	0.2316117494
315	0.9207886775	0.2313305611
316	0.9212604859	0.2306405921
317	0.921553689	0.2302107722
318	0.9217415387	0.2299349724
319	0.922114475	0.2293864471
320	0.9224171591	0.2289402844
321	0.9226756932	0.2285585102
322	0.9228508691	0.2282994672
323	0.9231232275	0.2278961299
324	0.9232431179	0.2277183569
325	0.9234380841	0.2274289652
326	0.9236888364	0.227056227
327	0.9239432372	0.226677439
328	0.9241320031	0.226395968
329	0.9243827353	0.2260215562
330	0.9247160892	0.2255228051
331	0.9248571702	0.2253113926
332	0.9250796436	0.2249776087
333	0.9252119797	0.2247788255
334	0.9254016933	0.2244935479
335	0.9257043338	0.2240377073
336	0.9259722414	0.2236334064
337	0.9262893017	0.2231539824
338	0.9263808259	0.2230153979
339	0.9266594944	0.2225929109
340	0.926915099	0.2222046845
341	0.9269959087	0.2220818051
342	0.9271463959	0.2218527925
343	0.9273623951	0.2215236694
344	0.9275440449	0.2212465065
345	0.9276480371	0.2210876777
346	0.9278897353	0.2207180872
347	0.9282536144	0.2201604949
348	0.9285763888	0.2196647048
349	0.9288846451	0.2191901682
350	0.9290640093	0.2189135775
351	0.9293052445	0.2185410259
352	0.9295343053	0.2181866869
353	0.9296649472	0.2179843364
354	0.9297744909	0.2178145199
355	0.9299791145	0.2174969536
356	0.9301799932	0.2171847475
357	0.9302657217	0.2170513715
358	0.9304316196	0.216793035
359	0.9305838705	0.2165556786
360	0.9308538007	0.2161342213
361	0.9309920012	0.2159181227
362	0.931152029	0.2156676231
363	0.93140136	0.2152767517
364	0.9315706407	0.2150109687
365	0.9316849495	0.2148313095
366	0.9318035556	0.2146447374
367	0.9319952433	0.2143428616
368	0.9322058391	0.2140107179
369	0.9323109792	0.2138447019
370	0.9325711353	0.2134333607
371	0.9327019014	0.2132263026
372	0.9329057731	0.2129030854
373	0.9332446265	0.212364781
374	0.9333833849	0.2121439544
375	0.9335525267	0.2118744628
376	0.9338310519	0.2114299437
377	0.9339533308	0.2112344942
378	0.9341550335	0.2109116987
379	0.9343614439	0.2105808568
380	0.9347249766	0.2099969065
381	0.9348946553	0.2097237914
382	0.9350602604	0.2094568898
383	0.9353378819	0.2090086895
384	0.9354851664	0.2087705185
385	0.9357126107	0.2084021877
386	0.9358553556	0.2081706892
387	0.9359958511	0.2079425868
388	0.93616289	0.2076710639
389	0.9363027107	0.2074435111
390	0.9365319112	0.2070699551
391	0.93665743	0.206865096
392	0.9367909677	0.2066469262
393	0.9371074145	0.2061290033
394	0.9372038901	0.2059708443
395	0.937289962	0.2058296384
396	0.937513891	0.2054618149
397	0.9376786874	0.2051907008
398	0.9377973139	0.2049953211
399	0.937924107	0.2047862846
400	0.9380403014	0.2045945342
401	0.9382347694	0.2042732096
402	0.9383375659	0.2041031518
403	0.938481493	0.2038648128
404	0.9386363605	0.203608045
405	0.9387455721	0.2034267792
406	0.9388472085	0.2032579411
407	0.9390134593	0.2029814633
408	0.9392552406	0.2025787033
409	0.9393760315	0.2023771894
410	0.9395021518	0.20216657
411	0.9397072351	0.2018236142
412	0.9398698618	0.2015512426
413	0.9399754709	0.2013741684
414	0.9401222449	0.2011278143
415	0.9402418032	0.2009269173
416	0.940373374	0.200705603
417	0.9405132118	0.200470115
418	0.9406463123	0.2002457156
419	0.940835122	0.1999269615
420	0.9409209388	0.1997819149
421	0.9410865495	0.1995017037
422	0.9413532568	0.199049609
423	0.9414577402	0.1988722193
424	0.9416197783	0.1985968012
425	0.9418487702	0.1982069282
426	0.9419698638	0.1980004485
427	0.9421313781	0.1977247108
428	0.9423355866	0.1973755341
429	0.942387436	0.1972867783
430	0.9425248961	0.1970512805
431	0.9426812636	0.1967830478
432	0.9428039673	0.1965723058
433	0.9429925365	0.1962479994
434	0.9431054254	0.1960535931
435	0.9432309003	0.1958372862
436	0.9433430532	0.1956437428
437	0.9434696264	0.1954250838
438	0.9435959731	0.1952065718
439	0.9436982316	0.1950295403
440	0.9438348311	0.194792806
441	0.9439272138	0.1946325386
442	0.9440779859	0.1943706922
443	0.9442023163	0.1941545016
444	0.9442807516	0.1940179912
445	0.9444026154	0.1938057063
446	0.9444991283	0.1936374172
447	0.9446453076	0.1933822459
448	0.9447118401	0.193265995
449	0.944955719	0.1928392709
450	0.9450230572	0.1927212802
451	0.9451590455	0.1924827795
452	0.9452487424	0.1923253044
453	0.9453864228	0.1920833365
454	0.9454936774	0.1918946293
455	0.9455970618	0.1917125558
456	0.9457907575	0.1913709656
457	0.9459814327	0.1910341057
458	0.9461167052	0.1907947634
459	0.9462886634	0.1904900776
460	0.9464699771	0.1901682866
461	0.9465928717	0.1899498664
462	0.946726474	0.1897121299
463	0.9468660679	0.1894634134
464	0.947014993	0.1891977107
465	0.9472061681	0.1888560802
466	0.9473236189	0.1886458885
467	0.9474367885	0.1884431369
468	0.9476227091	0.1881095719
469	0.947802026	0.1877872934
470	0.9479218759	0.1875715836
471	0.9480122941	0.1874086818
472	0.9481284218	0.1871992523
473	0.9482038231	0.1870631449
474	0.9482580509	0.1869651969
475	0.9484331855	0.1866485115
476	0.9486126354	0.1863234649
477	0.9488143653	0.1859573828
478	0.9488792135	0.1858395488
479	0.9489811823	0.1856541126
480	0.9490986654	0.1854402327
481	0.9492093126	0.1852385719
482	0.9493468893	0.184987524
483	0.9495025871	0.1847029975
484	0.9496660401	0.1844038263
485	0.9497715375	0.1842104744
486	0.9498515416	0.1840637104
487	0.9499743765	0.1838381471
488	0.9501010093	0.1836053196
489	0.950292035	0.1832535391
490	0.9504189978	0.1830193588
491	0.9505976922	0.182689252
492	0.9506836137	0.1825303145
493	0.9507834225	0.1823455142
494	0.9508854098	0.1821564868
495	0.9509756252	0.1819891141
496	0.9510925733	0.181771916
497	0.951253737	0.1814721743
498	0.9513361308	0.1813187419
499	0.9514159737	0.1811699358
500	0.9515261813	0.180964337
501	0.9516363632	0.1807585523
502	0.9517317586	0.1805801947
503	0.9517774735	0.1804946606
504	0.9518761248	0.1803099425
505	0.9520577471	0.1799693708
506	0.9521286437	0.1798362529
507	0.952290805	0.1795314025
508	0.9524496204	0.1792323392
509	0.9526102268	0.1789293952
510	0.9527584077	0.1786494331
511	0.9528733408	0.1784319847
512	0.9529773206	0.1782350305
513	0.953141852	0.177922937
514	0.9533027059	0.177617289
515	0.953402794	0.1774268398
516	0.9534745454	0.1772901845
517	0.9535126191	0.1772176276
518	0.9536211281	0.1770106796
519	0.9537104912	0.1768400647
520	0.9538521399	0.1765692868
521	0.9539655047	0.1763522773
522	0.9540655309	0.1761605793
523	0.9541445079	0.176009074
524	0.9542736814	0.1757609931
525	0.9543570642	0.1756006682
526	0.9544651693	0.1753925903
527	0.9545497153	0.1752296861
528	0.9546168482	0.1751002258
529	0.9547325234	0.1748769305
530	0.9548602671	0.1746300071
531	0.9549567151	0.1744433452
532	0.9550807661	0.1742029678
533	0.9552824102	0.1738115262
534	0.955359174	0.1736622765
535	0.9554244054	0.1735353482
536	0.9555037228	0.1733808859
537	0.9556010973	0.1731910709
538	0.9557136835	0.1729713436
539	0.9558423426	0.1727199055
540	0.9559250715	0.1725580353
541	0.956050517	0.172312294
542	0.956165393	0.17208695
543	0.9562533706	0.171914171
544	0.9563330577	0.1717575238
545	0.9564067458	0.1716125418
546	0.9564527918	0.1715218837
547	0.9565796902	0.1712717905
548	0.9567612419	0.1709133493
549	0.9568264649	0.1707843944
550	0.9568678368	0.170702546
551	0.956988775	0.1704630618
552	0.9570619052	0.1703180845
553	0.9571517971	0.1701397086
554	0.9572401971	0.1699641108
555	0.9573176099	0.1698101886
556	0.9573796392	0.1696867532
557	0.9574961583	0.1694546425
558	0.9575330004	0.1693811855
559	0.9576134631	0.1692206452
560	0.957632751	0.1691821389
561	0.9577582453	0.1689313894
562	0.9578201226	0.1688076155
563	0.9578549296	0.1687379508
564	0.9579645014	0.1685184597
565	0.9580569687	0.1683330088
566	0.9582159845	0.168013611
567	0.9583533964	0.1677371167
568	0.9584811944	0.1674795575
569	0.9585709986	0.1672983323
570	0.9586729214	0.1670924134
571	0.9586912043	0.167055449
572	0.9587752117	0.1668854969
573	0.9588805604	0.166672125
574	0.9590441521	0.1663402461
575	0.959116922	0.1661924047
576	0.9591961113	0.1660313718
577	0.9593444338	0.1657293343
578	0.9594584654	0.1654967506
579	0.9596103608	0.1651864293
580	0.9597159839	0.1649702982
581	0.959732251	0.1649369866
582	0.9597476703	0.1649054046
583	0.9598279739	0.1647408291
584	0.9599705748	0.1644481742
585	0.9600977369	0.1641867639
586	0.960120157	0.164140631
587	0.9601657436	0.1640467897
588	0.9602221116	0.1639306804
589	0.9603208893	0.163727015
590	0.9604007674	0.1635621324
591	0.9605458556	0.1632622185
592	0.9606555814	0.1630350365
593	0.960713286	0.1629154348
594	0.9608124326	0.1627097327
595	0.9608716022	0.162586848
596	0.9608857405	0.1625574714
597	0.9608996508	0.1625285636
598	0.9609884173	0.1623439706
599	0.9610635548	0.1621875557
600	0.9612036658	0.1618954803
601	0.9612701763	0.1617566482
602	0.961332802	0.1616258158
603	0.9614637201	0.1613519703
604	0.961547776	0.1611759024
605	0.9616182986	0.1610280339
606	0.9617121161	0.1608311108
607	0.9617987057	0.1606491448
608	0.961864573	0.160510588
609	0.9619249735	0.160383426
610	0.9620281225	0.1601660314
611	0.9620781292	0.1600605321
612	0.9621309931	0.1599489292
613	0.9621885684	0.1598272914
614	0.9622224141	0.1597557432
615	0.9622360603	0.1597268867
616	0.9623115963	0.1595670627
617	0.9623829271	0.1594159891
618	0.9624058183	0.159367477
619	0.9624305998	0.1593149421
620	0.9625168745	0.1591319107
621	0.9626314709	0.1588884691
622	0.9627171895	0.1587061296
623	0.9627926106	0.1585455214
624	0.9628737985	0.1583724509
625	0.9629674606	0.1581725534
626	0.9630766457	0.157939207
627	0.9631492521	0.1577838441
628	0.9631622426	0.1577560308
629	0.9632691507	0.15752695
630	0.9633358453	0.1573838689
631	0.9633486977	0.1573562816
632	0.963447889	0.1571432067
633	0.9635000167	0.1570311142
634	0.9635121736	0.157004961
635	0.9635703875	0.1568796656
636	0.9635813144	0.1568561362
637	0.9636987424	0.1566030493
638	0.9637338247	0.1565273589
639	0.9638028305	0.156378371
640	0.9638992538	0.156169949
641	0.9639471042	0.1560664154
642	0.9640366926	0.1558723889
643	0.9640820351	0.1557740961
644	0.9641252079	0.155680449
645	0.964203261	0.1555109991
646	0.9642906636	0.1553210325
647	0.9643350762	0.155224414
648	0.9643859573	0.1551136496
649	0.9644494469	0.1549753264
650	0.9645546306	0.1547458932
651	0.9646418561	0.1545553734
652	0.9647101909	0.1544059506
653	0.9647814579	0.1542499622
654	0.9647920681	0.154226725
655	0.9648205875	0.1541642484
656	0.9648307478	0.1541419845
657	0.9649465944	0.1538879051
658	0.9650344193	0.1536950044
659	0.9650847454	0.1535843575
660	0.965235762	0.1532518537
661	0.9652782936	0.1531580786
662	0.9653430067	0.1530152865
663	0.9654368207	0.1528080455
664	0.9655194474	0.1526252849
665	0.9655950716	0.1524578209
666	0.9656676588	0.1522969089
667	0.9657866496	0.1520327607
668	0.9658508925	0.1518899566
669	0.9658983711	0.151784331
670	0.9660074682	0.1515413441
671	0.9661023716	0.1513296529
672	0.9661962905	0.1511198659
673	0.9662965452	0.1508956046
674	0.9663515114	0.1507725083
675	0.966445923	0.1505608393
676	0.9665230821	0.150387629
677	0.9665997698	0.1502152791
678	0.9666528367	0.1500958993
679	0.9667304605	0.1499211048
680	0.9668063475	0.149750024
681	0.9668546588	0.1496410084
682	0.9668964554	0.1495466292
683	0.9669519341	0.149421263
684	0.9669985243	0.1493159009
685	0.9670848782	0.149120418
686	0.9671562476	0.1489586625
687	0.9672375268	0.1487742325
688	0.9673694288	0.1484744472
689	0.9673889176	0.148430102
690	0.9674476431	0.1482963966
691	0.9674722465	0.1482403439
692	0.9675262179	0.1481173097
693	0.9675893414	0.1479732822
694	0.967654427	0.147824631
695	0.9677202939	0.147674043
696	0.9678034035	0.1474838144
697	0.9678826018	0.1473023099
698	0.9679642628	0.1471149268
699	0.9680169958	0.1469937964
700	0.9680834818	0.1468409321
701	0.9681552635	0.1466757134
702	0.968209133	0.1465516002
703	0.9682996162	0.1463428939
704	0.9683676738	0.1461857177
705	0.9685213894	0.1458300943
706	0.9685898914	0.1456713342
707	0.9686822488	0.1454570125
708	0.9687379321	0.145327643
709	0.9687967432	0.1451908814
710	0.968840806	0.1450883316
711	0.9688971562	0.1449570789
712	0.9689352752	0.1448682235
713	0.9690098339	0.1446942692
714	0.9690672523	0.1445601628
715	0.969117478	0.1444427535
716	0.9691767845	0.1443039935
717	0.9692235517	0.1441944777
718	0.9693091892	0.1439937229
719	0.9693844393	0.143817087
720	0.9694431206	0.1436791926
721	0.969485205	0.1435802178
722	0.9695426421	0.1434450256
723	0.9696599129	0.1431686042
724	0.9696995926	0.1430749533
725	0.9697494335	0.1429572335
726	0.9698262241	0.1427756709
727	0.9698810018	0.1426460138
728	0.9699480704	0.1424871043
729	0.9699924769	0.1423817915
730	0.9700784135	0.1421777665
731	0.970117874	0.1420839837
732	0.9701886872	0.1419155321
733	0.9702582966	0.1417497488
734	0.9703190189	0.1416049729
735	0.9703699599	0.1414834034
736	0.9704214305	0.1413604641
737	0.9704823775	0.1412147515
738	0.9705435365	0.1410683808
739	0.9705949246	0.1409452769
740	0.9706430407	0.1408299141
741	0.9706750797	0.140753045
742	0.970789883	0.1404772598
743	0.9708365089	0.1403650984
744	0.970900415	0.1402112227
745	0.9709490831	0.1400939243
746	0.9709880878	0.1399998454
747	0.971060586	0.1398248124
748	0.9711148418	0.1396936787
749	0.9711524039	0.1396028207
750	0.9712259622	0.1394247209
751	0.9713057138	0.1392313685
752	0.9713524834	0.1391178537
753	0.9714240089	0.1389440744
754	0.9714843268	0.1387973562
755	0.9715877276	0.1385454806
756	0.9716296547	0.1384432193
757	0.9717006998	0.1382697659
758	0.9717460958	0.1381588193
759	0.971778348	0.1380799418
760	0.9718293092	0.1379552166
761	0.9718494991	0.1379057715
762	0.9718822608	0.1378255006
763	0.9719429914	0.1376765776
764	0.9719941978	0.1375508845
765	0.9720770151	0.1373473549
766	0.9721340604	0.1372069861
767	0.9722209185	0.1369929823
768	0.9723014148	0.1367943538
769	0.9724085211	0.1365296158
770	0.9724176184	0.1365071062
771	0.9724576126	0.1364081033
772	0.9725375014	0.1362101285
773	0.9725841715	0.1360943408
774	0.9726507652	0.135928952
775	0.9726793869	0.1358578068
776	0.9726875358	0.1358375444
777	0.9727289803	0.1357344437
778	0.9727844477	0.1355963362
779	0.9728803045	0.1353573314
780	0.9729495951	0.1351843023
781	0.9729689951	0.135135818
782	0.9730138318	0.1350236957
783	0.973035672	0.1349690465
784	0.9730932246	0.1348249308
785	0.973122293	0.1347520828
786	0.9731365739	0.1347162792
787	0.9731751323	0.1346195621
788	0.9732490956	0.1344338429
789	0.9732894617	0.1343323769
790	0.9733278073	0.1342359187
791	0.9733357853	0.1342158413
792	0.9733858544	0.1340897691
793	0.9734029984	0.1340465739
794	0.9734686344	0.1338810719
795	0.9735213782	0.1337479294
796	0.9735541596	0.1336651117
797	0.973601303	0.1335459202
798	0.9736492816	0.1334245077
799	0.9737015407	0.1332921373
800	0.9737475152	0.1331755768
801	0.9737892664	0.1330696354
802	0.9738361109	0.1329506696
803	0.9739048825	0.1327758247
804	0.9739178452	0.1327428425
805	0.9740089576	0.1325107854
806	0.9740767617	0.1323378287
807	0.9741178862	0.132232817
808	0.9741876251	0.1320545473
809	0.9742638289	0.1318594764
810	0.9743348544	0.1316774006
811	0.9743580343	0.131617924
812	0.9743694482	0.1315886275
813	0.9744469512	0.1313895246
814	0.9745063951	0.1312366104
815	0.9745789502	0.1310497268
816	0.9746058174	0.130980456
817	0.974702289	0.1307314241
818	0.9747504657	0.130606883
819	0.9747736146	0.1305469987
820	0.9748325826	0.1303943293
821	0.9748623118	0.1303172918
822	0.9749336221	0.1301323193
823	0.9749437535	0.130106018
824	0.9749762159	0.1300217094
825	0.975002388	0.1299536974
826	0.9750820768	0.1297463951
827	0.975103369	0.1296909496
828	0.9751615436	0.1295393401
829	0.9752210724	0.1293840174
830	0.9752745938	0.1292442102
831	0.9753360539	0.1290834785
832	0.9753682534	0.1289991899
833	0.9753965077	0.1289251832
834	0.9754458399	0.1287958651
835	0.9755056134	0.1286390021
836	0.9755373375	0.1285556713
837	0.9755511131	0.1285194697
838	0.9755885272	0.1284210955
839	0.9756139212	0.1283542832
840	0.9756412682	0.1282822935
841	0.9756793396	0.1281820051
842	0.9757289039	0.1280513241
843	0.975767746	0.1279488201
844	0.9758008422	0.1278614146
845	0.9758368272	0.1277663118
846	0.9758730408	0.1276705336
847	0.9759274037	0.1275266189
848	0.9759777007	0.127393323
849	0.9760095924	0.1273087318
850	0.9760305809	0.1272530304
851	0.9760725113	0.127141678
852	0.97612097	0.1270128671
853	0.9761587946	0.1269122324
854	0.9762307348	0.1267206107
855	0.9762737774	0.1266058227
856	0.9763058766	0.1265201512
857	0.9763411737	0.1264258775
858	0.976367707	0.1263549647
859	0.9764087761	0.1262451247
860	0.9764602119	0.1261074237
861	0.9765087709	0.1259772864
862	0.9765406562	0.1258917612
863	0.9765997643	0.1257330628
864	0.9766615277	0.125567021
865	0.9766946894	0.1254777802
866	0.976726182	0.125392972
867	0.9767632507	0.1252930741
868	0.9768438672	0.1250755424
869	0.9768733081	0.1249960061
870	0.9768976469	0.1249302152
871	0.9769221337	0.124863989
872	0.9769419531	0.1248103607
873	0.9770013296	0.1246495582
874	0.9770550268	0.1245039576
875	0.977112466	0.1243480218
876	0.9771521849	0.1242400783
877	0.9771916691	0.1241326798
878	0.9772501035	0.1239735653
879	0.9773011342	0.1238344438
880	0.977343527	0.123718752
881	0.9773761476	0.1236296552
882	0.9774142478	0.1235255109
883	0.9774218937	0.1235046006
884	0.9774565693	0.1234097246
885	0.9774894948	0.1233195695
